CHICAGO,NNP,B_new_team_city
The,DT,O
Chicago,NNP,B_new_team_city
White,NNP,B_new_team
Sox,NNPS,I_new_team
have,VBP,O
agreed,VBN,O
to,TO,O
terms,NNS,O
on,IN,O
a,DT,O
one-year,JJ,O
",",",",O
$,$,B_contract_amount
6-million,JJ,I_contract_amount
contract,NN,O
with,IN,O
right-handed,JJ,O
reliever,NN,B_player_position
Steve,NNP,B_player_name
Cishek,NNP,B_player_name
",",",",O
which,WDT,O
includes,VBZ,O
a,DT,O
club,NN,O
option,NN,O
for,IN,O
2021,CD,O
.,.,O
Under,IN,O
terms,NNS,O
of,IN,O
the,DT,O
agreement,NN,O
",",",",O
Cishek,NNP,B_player_name
will,MD,O
receive,VB,O
$,$,B_contract_amount
5.25,CD,O
million,CD,O
in,IN,O
2020,CD,O
",",",",O
while,IN,O
the,DT,O
White,NNP,B_new_team
Sox,NNPS,I_new_team
hold,VB,O
a,DT,O
$,$,B_contract_amount
6.75-million,JJ,O
option,NN,O
for,IN,O
2021,CD,O
with,IN,O
a,DT,O
$,$,B_contract_amount
"750,000",CD,O
buyout,NN,O
.,.,O
Cishek,NNP,B_player_name
",",",",O
33,CD,B_player_age
",",",",O
went,VBD,O
4-6,JJ,O
with,IN,O
a,DT,O
2.95,CD,O
ERA,NNP,O
(,(,O
21,CD,O
ER/64.0,NNP,O
IP,NNP,O
),),O
",",",",O
seven,CD,O
saves,NNS,O
",",",",O
12,CD,O
holds,VBZ,O
",",",",O
a,DT,O
.210,JJ,O
opponents,NNS,O
average,JJ,O
(,(,O
48-229,JJ,O
),),O
",",",",O
just,RB,O
seven,CD,O
home,NN,O
runs,NNS,O
allowed,VBD,O
and,CC,O
57,CD,O
strikeouts,NNS,O
over,IN,O
70,CD,O
relief,NN,O
appearances,NNS,O
with,IN,O
the,DT,O
Cubs,NNP,O
in,IN,O
2019,CD,O
.,.,O
