The,DT,O
Detroit,NNP,B_new_team_city
Tigers,NNP,B_new_team
announced,VBD,O
today,NN,O
that,IN,O
they,PRP,O
have,VBP,O
acquired,VBN,O
RHP,NNP,B_player_position
's,POS,O
Paul,NNP,B_player_name
Richan,NNP,B_player_name
and,CC,O
Alex,NNP,B_player_name
Lange,NNP,I_player_name
from,IN,O
the,DT,O
Chicago,NNP,O
Cubs,NNP,O
in,IN,O
exchange,NN,O
for,IN,O
OF,NNP,O
Nicholas,NNP,O
Castellanos,NNP,O
and,CC,O
cash,NN,O
considerations,NNS,O
.,.,O
Richan,NNP,B_player_name
",",",",O
who,WP,O
is,VBZ,O
22,CD,B_player_age
and,CC,O
stands,VBZ,O
6-2,JJ,O
",",",",O
200-pounds,JJ,O
",",",",O
is,VBZ,O
rated,VBN,O
as,IN,O
the,DT,O
16th-best,JJ,O
prospect,NN,O
in,IN,O
the,DT,O
Cubs,NNP,O
organization,NN,O
",",",",O
according,VBG,O
to,TO,O
MLB,NNP,O
Pipeline,NNP,O
.,.,O
Richan,NNP,B_player_name
has,VBZ,O
started,VBN,O
17,CD,O
games,NNS,O
with,IN,O
Single,NNP,O
A,NNP,O
Myrtle,NNP,O
Beach,NNP,O
this,DT,O
season,NN,O
",",",",O
posting,VBG,O
a,DT,O
10-5,JJ,O
record,NN,O
with,IN,O
a,DT,O
3.97,CD,O
ERA,NNP,O
(,(,O
93.0IP/41ER,CD,O
),),O
and,CC,O
86,CD,O
strikeouts,NNS,O
.,.,O
He,PRP,O
is,VBZ,O
currently,RB,O
tied,VBN,O
for,IN,O
the,DT,O
Carolina,NNP,O
League,NNP,O
lead,NN,O
in,IN,O
wins,NNS,O
",",",",O
while,IN,O
he,PRP,O
is,VBZ,O
fourth,JJ,O
in,IN,O
WHIP,NNP,O
(,(,O
1.23,CD,O
),),O
",",",",O
ninth,JJ,O
in,IN,O
ERA,NNP,O
and,CC,O
10th,CD,O
in,IN,O
strikeouts,NNS,O
.,.,O
A,DT,O
second,JJ,O
round,NN,O
draft,NN,O
pick,NN,O
by,IN,O
the,DT,O
Cubs,NNP,O
in,IN,O
the,DT,O
2018,CD,O
MLB,NNP,O
Draft,NNP,O
",",",",O
Richan,NNP,B_player_name
has,VBZ,O
made,VBN,O
27,CD,O
appearances,NNS,O
",",",",O
including,VBG,O
26,CD,O
starts,NNS,O
",",",",O
in,IN,O
his,PRP$,O
career,NN,O
",",",",O
posting,VBG,O
a,DT,O
10-7,JJ,O
record,NN,O
with,IN,O
a,DT,O
3.52,CD,O
ERA,NNP,O
(,(,O
122.2IP/48ER,CD,O
),),O
and,CC,O
117,CD,O
strikeouts,NNS,O
.,.,O
