SAN,NNP,B_new_team_city
DIEGO,NNP,I_new_team_city
--,:,O
The,DT,O
San,NNP,B_new_team_city
Diego,NNP,I_new_team_city
Padres,NNP,B_new_team
have,VBP,O
acquired,VBN,O
outfielder,JJR,B_player_position
Tommy,NNP,B_player_name
Pham,NNP,I_player_name
and,CC,O
infielder/right-handed,JJ,B_player_position
pitcher,NN,I_player_position
Jake,NNP,B_player_name
Cronenworth,NNP,I_player_name
from,IN,O
the,DT,O
Tampa,NNP,B_new_team_city
Bay,NNP,I_new_team_city
Rays,NNP,B_new_team
in,IN,O
exchange,NN,O
for,IN,O
outfielder,NN,B_player_position
Hunter,NNP,B_player_name
Renfroe,NNP,I_player_name
",",",",O
infielder,NN,B_player_position
Xavier,NNP,B_player_name
Edwards,NNP,I_player_name
and,CC,O
a,DT,O
player,NN,O
to,TO,O
be,VB,O
named,VBN,O
later,RB,O
",",",",O
Executive,NNP,O
Vice,NNP,O
President/General,NNP,O
Manager,NNP,O
A.J,NNP,O
.,.,O
Preller,NNP,O
announced,VBD,O
today,NN,O
.,.,O
