The,DT,O
Atlanta,NNP,B_new_team_city
Braves,NNP,B_new_team
today,NN,O
announced,VBD,O
the,DT,O
club,NN,O
acquired,VBD,O
RHP,NNP,B_player_position
Shane,NNP,B_player_name
Greene,NNP,I_player_name
from,IN,O
the,DT,O
Detroit,NNP,O
Tigers,NNP,O
in,IN,O
exchange,NN,O
for,IN,O
LHP,NNP,O
Joey,NNP,O
Wentz,NNP,O
and,CC,O
OF,NNP,O
Travis,NNP,O
Demeritte,NNP,O
.,.,O
Greene,NNP,I_player_name
",",",",O
30,CD,B_player_age
",",",",O
had,VBD,O
22,CD,O
saves,NNS,O
and,CC,O
a,DT,O
1.18,CD,O
ERA,NNP,O
(,(,O
5,CD,O
ER/38.0,NNP,O
IP,NNP,O
),),O
with,IN,O
43,CD,O
strikeouts,NNS,O
and,CC,O
12,CD,O
walks,NNS,O
in,IN,O
38,CD,O
games,NNS,O
out,IN,O
of,IN,O
the,DT,O
bullpen,NN,O
for,IN,O
Detroit,NNP,O
this,DT,O
season,NN,O
",",",",O
his,PRP$,O
fifth,NN,O
with,IN,O
the,DT,O
Tigers,NNS,O
after,IN,O
they,PRP,O
acquired,VBD,O
him,PRP,O
from,IN,O
the,DT,O
New,NNP,O
York,NNP,O
Yankees,NNP,O
as,IN,O
part,NN,O
of,IN,O
a,DT,O
three-team,JJ,O
trade,NN,O
with,IN,O
Arizona,NNP,O
in,IN,O
December,NNP,O
of,IN,O
2014,CD,O
.,.,O
