FLUSHING,NN,O
",",",",O
N.Y.,NNP,O
",",",",O
December,NNP,O
13,CD,O
",",",",O
2019,CD,O
The,DT,O
New,NNP,B_new_team_city
York,NNP,I_new_team_city
Mets,NNP,B_new_team
today,NN,O
announced,VBD,O
that,IN,O
the,DT,O
club,NN,O
has,VBZ,O
signed,VBN,O
All-Star,NNP,O
right-handed,JJ,O
pitcher,NN,B_player_position
Michael,NNP,B_player_name
Wacha,NNP,I_player_name
to,TO,O
a,DT,O
one-year,JJ,O
deal,NN,O
.,.,O
In,IN,O
a,DT,O
corresponding,JJ,O
move,NN,O
",",",",O
right-handed,JJ,O
pitcher,NN,B_player_position
Chris,NNP,O
Mazza,NNP,O
has,VBZ,O
been,VBN,O
designated,VBN,O
for,IN,O
assignment,NN,O
.,.,O
Wacha,NNP,I_player_name
",",",",O
28,CD,B_player_age
",",",",O
owns,VBZ,O
a,DT,O
lifetime,JJ,O
59-39,JJ,O
record,NN,O
with,IN,O
a,DT,O
3.91,CD,O
career,NN,O
ERA,NNP,O
in,IN,O
165,CD,O
appearances,NNS,O
(,(,O
151,CD,O
starts,NNS,O
),),O
over,IN,O
seven,CD,O
major,JJ,O
league,NN,O
seasons,NNS,O
",",",",O
all,DT,O
with,IN,O
St.,NNP,O
Louis,NNP,O
.,.,O
He,PRP,O
was,VBD,O
named,VBN,O
to,TO,O
the,DT,O
National,NNP,O
League,NNP,O
All-Star,NNP,O
team,NN,O
in,IN,O
2015,CD,O
",",",",O
when,WRB,O
he,PRP,O
won,VBD,O
a,DT,O
career-high,JJ,O
17,CD,O
games,NNS,O
for,IN,O
the,DT,O
Cardinals,NNPS,O
.,.,O
He,PRP,O
is,VBZ,O
one,CD,O
of,IN,O
just,RB,O
14,CD,O
NL,JJ,O
pitchers,NNS,O
with,IN,O
a,DT,O
winning,VBG,O
percentage,NN,O
above,IN,O
.600,NN,O
since,IN,O
2013,CD,O
(,(,O
min,NN,O
.,.,O
60,CD,O
decisions,NNS,O
),),O
.,.,O
