PHOENIX,NNP,O
-,:,O
The,DT,O
Milwaukee,NNP,B_new_team_city
Brewers,NNPS,B_new_team
have,VBP,O
signed,VBN,O
infielder/outfielder,NN,B_player_position
Brock,NNP,B_player_name
Holt,NNP,I_player_name
to,TO,O
a,DT,O
one-year,JJ,O
contract,NN,O
with,IN,O
a,DT,O
club,NN,O
option,NN,O
for,IN,O
2021,CD,O
.,.,O
To,TO,O
make,VB,O
room,NN,O
on,IN,O
the,DT,O
40-man,JJ,O
roster,NN,O
",",",",O
right-handed,JJ,O
pitcher,NN,O
Taylor,NNP,O
Williams,NNP,O
was,VBD,O
designated,VBN,O
for,IN,O
assignment,NN,O
.,.,O
The,DT,O
announcement,NN,O
was,VBD,O
made,VBN,O
by,IN,O
President,NNP,O
of,IN,O
Baseball,NNP,O
Operations,NNP,O
and,CC,O
General,NNP,O
Manager,NNP,O
David,NNP,O
Stearns,NNP,O
.,.,O
An,DT,O
updated,JJ,O
Spring,NN,O
Training,NN,O
roster,NN,O
can,MD,O
be,VB,O
found,VBN,O
here,RB,O
.,.,O
Holt,NNP,I_player_name
",",",",O
31,CD,B_player_age
",",",",O
is,VBZ,O
a,DT,O
career,NN,O
.271,NN,O
hitter,NN,O
with,IN,O
23,CD,O
HR,NNP,O
and,CC,O
206,CD,O
RBI,NNP,O
in,IN,O
639,CD,O
games,NNS,O
between,IN,O
Pittsburgh,NNP,O
(,(,O
2012,CD,O
),),O
and,CC,O
Boston,NNP,O
(,(,O
2013-19,JJ,O
),),O
.,.,O
He,PRP,O
batted,VBD,O
a,DT,O
career-high,JJ,O
.297,NN,O
with,IN,O
3,CD,O
HR,NNP,O
and,CC,O
31,CD,B_player_age
RBI,NNP,O
in,IN,O
87,CD,O
games,NNS,O
last,JJ,O
season,NN,O
.,.,O
Holt,NNP,I_player_name
has,VBZ,O
appeared,VBN,O
in,IN,O
12,CD,O
career,NN,O
postseason,NN,O
games,NNS,O
(,(,O
2016-18,CD,O
),),O
",",",",O
batting,VBG,O
.297,NN,O
(,(,O
11-for-37,JJ,O
),),O
with,IN,O
2,CD,O
HR,NNP,O
and,CC,O
7,CD,O
RBI,NNP,O
.,.,O
He,PRP,O
was,VBD,O
a,DT,O
member,NN,O
of,IN,O
the,DT,O
2018,CD,O
World,NNP,O
Series-champion,NNP,O
Red,NNP,O
Sox,NNP,O
.,.,O
