BOSTON,NNP,B_new_team_city
",",",",O
MA,NNP,O
The,DT,O
Boston,NNP,B_new_team_city
Red,NNP,B_new_team
Sox,NNP,I_new_team
today,NN,O
optioned,VBD,O
left-handed,JJ,O
pitcher,NN,B_player_position
Josh,NNP,B_player_name
Osich,NNP,B_player_name
to,TO,O
Triple-A,NNP,O
Pawtucket,NNP,O
.,.,O
Red,NNP,B_new_team
Sox,NNP,I_new_team
Chief,NNP,O
Baseball,NNP,O
Officer,NNP,O
Chaim,NNP,O
Bloom,NNP,O
made,VBD,O
the,DT,O
announcement,NN,O
.,.,O
Osich,NNP,B_player_name
",",",",O
31,CD,B_player_age
",",",",O
signed,VBN,O
with,IN,O
the,DT,O
Red,NNP,B_new_team
Sox,NNP,I_new_team
as,IN,O
a,DT,O
major,JJ,O
league,NN,O
free,JJ,O
agent,NN,O
on,IN,O
December,NNP,O
4,CD,O
",",",",O
2019,CD,O
.,.,O
The,DT,O
left-hander,NN,O
was,VBD,O
selected,VBN,O
by,IN,O
San,NNP,O
Francisco,NNP,O
in,IN,O
the,DT,O
sixth,JJ,O
round,NN,O
of,IN,O
the,DT,O
2011,CD,O
June,NNP,O
Draft,NNP,O
and,CC,O
pitched,VBN,O
in,IN,O
the,DT,O
Giants,NNPS,O
organization,NN,O
from,IN,O
2012-18,JJ,O
.,.,O
In,IN,O
57,CD,O
appearances,NNS,O
for,IN,O
the,DT,O
White,NNP,O
Sox,NNPS,I_new_team
in,IN,O
2019,CD,O
",",",",O
he,PRP,O
set,VBD,O
career,NN,O
highs,NNS,O
in,IN,O
innings,NNS,O
(,(,O
67.2,CD,O
),),O
and,CC,O
strikeouts,NNS,O
(,(,O
61,CD,O
),),O
while,IN,O
holding,VBG,O
left-handed,JJ,O
hitters,NNS,O
to,TO,O
a,DT,O
.171,JJ,O
batting,NN,O
average,NN,O
.,.,O
He,PRP,O
made,VBD,O
12,CD,O
appearances,NNS,O
against,IN,O
AL,NNP,O
East,NNP,O
opponents,NNS,O
in,IN,O
2019,CD,O
",",",",O
posting,VBG,O
a,DT,O
1.88,CD,O
ERA,NNP,O
(,(,O
3,CD,O
ER/14.1,NNP,O
IP,NNP,O
),),O
and,CC,O
a,DT,O
.149,JJ,O
opponent,NN,O
batting,NN,O
average,NN,O
.,.,O
In,IN,O
217,CD,O
career,NN,O
major,JJ,O
league,NN,O
outings,NNS,O
",",",",O
Osich,NNP,B_player_name
is,VBZ,O
10-5,JJ,O
with,IN,O
a,DT,O
4.88,CD,O
ERA,NNP,O
(,(,O
102.0,CD,O
IP/188,NNP,O
ER,NNP,O
),),O
and,CC,O
7.95,CD,O
strikeouts,NNS,O
per,IN,O
9.0,CD,O
innings,NNS,O
.,.,O
