DETROIT,NNP,B_new_team_city
The,DT,O
Detroit,NNP,B_new_team_city
Tigers,NNP,B_new_team
today,NN,O
acquired,VBD,O
catcher,JJR,B_player_position
Jhon,NNP,B_player_name
Nunez,NNP,B_player_name
from,IN,O
the,DT,O
Boston,NNP,O
Red,NNP,O
Sox,NNP,O
in,IN,O
exchange,NN,O
for,IN,O
lefthanded,VBD,O
pitcher,NN,O
Matt,NNP,O
Hall,NNP,O
.,.,O
Nunez,NNP,B_player_name
will,MD,O
be,VB,O
a,DT,O
non-roster,JJ,O
invitee,NN,O
to,TO,O
the,DT,O
Tigers,NNPS,B_new_team
Major,NNP,O
League,NNP,O
Spring,NNP,O
Training,NNP,O
camp,NN,O
.,.,O
Nunez,NNP,B_player_name
",",",",O
25,CD,B_player_age
",",",",O
spent,VBD,O
the,DT,O
2019,CD,O
season,NN,O
with,IN,O
Double,NNP,O
A,NNP,O
Portland,NNP,O
",",",",O
where,WRB,O
he,PRP,O
was,VBD,O
named,VBN,O
an,DT,O
Eastern,NNP,O
League,NNP,O
midseason,NN,O
All-Star,NNP,O
and,CC,O
hit,VBD,O
.280/.333/.412,NNS,O
with,IN,O
11,CD,O
doubles,NNS,O
",",",",O
one,CD,O
triple,NN,O
",",",",O
five,CD,O
home,NN,O
runs,NNS,O
and,CC,O
21,CD,O
RBI,NNP,O
.,.,O
Defensively,RB,O
",",",",O
he,PRP,O
threw,VBD,O
out,RP,O
30-of-72,JJ,O
base,NN,O
stealers,NNS,O
for,IN,O
a,DT,O
41.7,CD,O
caught,NN,O
stealing,VBG,O
percentage,NN,O
",",",",O
which,WDT,O
ranked,VBD,O
fourth,JJ,O
in,IN,O
the,DT,O
Eastern,NNP,O
League,NNP,O
.,.,O
