SAN,NNP,B_new_team_city
DIEGO,NNP,O
",",",",O
Calif,NNP,O
.,.,O
The,DT,O
San,NNP,B_new_team_city
Francisco,NNP,I_new_team_city
Giants,NNP,B_new_team
announced,VBD,O
today,NN,O
that,IN,O
they,PRP,O
have,VBP,O
acquired,VBN,O
infielders,NNS,B_player_position
Zack,NNP,B_player_name
Cozart,NNP,B_player_name
and,CC,O
Will,NNP,B_player_name
Wilson,NNP,I_player_name
from,IN,O
the,DT,O
Los,NNP,O
Angeles,NNP,O
Angels,NNP,O
in,IN,O
exchange,NN,O
for,IN,O
a,DT,O
player,NN,O
to,TO,O
be,VB,O
named,VBN,O
later,RB,O
or,CC,O
cash,NN,O
considerations,NNS,O
.,.,O
Cozart,NNP,B_player_name
",",",",O
34,CD,B_player_age
",",",",O
missed,VBD,O
most,JJS,O
of,IN,O
the,DT,O
2019,CD,O
season,NN,O
due,JJ,O
to,TO,O
left,JJ,O
shoulder,NN,O
inflammation,NN,O
",",",",O
appearing,VBG,O
in,IN,O
a,DT,O
total,NN,O
of,IN,O
just,RB,O
38,CD,O
games,NNS,O
with,IN,O
the,DT,O
Angels,NNPS,O
.,.,O
