Los,NNP,B_new_team_city
Angeles,NNP,I_new_team_city
--,:,O
The,DT,O
Los,NNP,B_new_team_city
Angeles,NNP,I_new_team_city
Dodgers,NNP,B_new_team
have,VBP,O
agreed,VBN,O
to,TO,O
a,DT,O
two-year,JJ,O
contract,NN,O
extension,NN,O
with,IN,O
infielder/outfielder,NN,B_player_position
Chris,NNP,B_player_name
Taylor,NNP,I_player_name
",",",",O
avoiding,VBG,O
arbitration,NN,O
.,.,O
Taylor,NNP,I_player_name
",",",",O
29,CD,B_player_age
",",",",O
played,VBN,O
in,IN,O
124,CD,O
games,NNS,O
last,JJ,O
season,NN,O
with,IN,O
the,DT,O
Dodgers,NNPS,B_new_team
",",",",O
hitting,VBG,O
.262,NN,O
(,(,O
96-for-366,CD,O
),),O
with,IN,O
12,CD,O
homers,NNS,O
and,CC,O
52,CD,O
RBI,NNP,O
.,.,O
He,PRP,O
has,VBZ,O
spent,VBN,O
parts,NNS,O
of,IN,O
four,CD,O
seasons,NNS,O
with,IN,O
Los,NNP,B_new_team_city
Angeles,NNP,I_new_team_city
",",",",O
slashing,VBG,O
.266/.337/.463,NNS,O
while,IN,O
amassing,VBG,O
51,CD,O
homers,NNS,O
and,CC,O
194,CD,O
RBI,NNP,O
over,IN,O
453,CD,O
games,NNS,O
.,.,O
