JUPITER,NNP,O
",",",",O
Fla.,NNP,O
",",",",O
--,:,O
The,DT,O
St.,NNP,B_new_team_city
Louis,NNP,I_new_team_city
Cardinals,NNP,B_new_team
announced,VBD,O
today,NN,O
that,IN,O
they,PRP,O
have,VBP,O
agreed,VBN,O
to,TO,O
terms,NNS,O
with,IN,O
free-agent,JJ,O
infielder,NN,B_player_position
Brad,NNP,B_player_name
Miller,NNP,I_player_name
on,IN,O
a,DT,O
one-year,JJ,O
contract,NN,O
for,IN,O
the,DT,O
2020,CD,O
season,NN,O
.,.,O
Financial,JJ,O
terms,NNS,O
were,VBD,O
not,RB,O
disclosed,VBN,O
.,.,O
The,DT,O
team,NN,O
also,RB,O
announced,VBD,O
that,IN,O
right-handed,JJ,O
pitcher,NN,O
Jordan,NNP,O
Hicks,NNP,O
has,VBZ,O
been,VBN,O
placed,VBN,O
on,IN,O
the,DT,O
60-day,JJ,O
Injured,NNP,O
List,NNP,O
(,(,O
right,JJ,O
elbow,NN,O
),),O
to,TO,O
make,VB,O
room,NN,O
for,IN,O
Miller,NNP,I_player_name
's,POS,O
addition,NN,O
to,TO,O
the,DT,O
Cardinals,NNP,B_new_team
',POS,O
40-man,JJ,O
Major,NNP,O
League,NNP,O
roster,NN,O
.,.,O
Miller,NNP,I_player_name
",",",",O
30,CD,B_player_age
",",",",O
has,VBZ,O
played,VBN,O
six-plus,JJ,O
seasons,NNS,O
in,IN,O
the,DT,O
majors,NNS,O
with,IN,O
Seattle,NNP,O
(,(,O
2013-15,JJ,O
),),O
",",",",O
Tampa,NNP,O
Bay,NNP,O
(,(,O
2016-18,CD,O
),),O
",",",",O
Milwaukee,NNP,O
(,(,O
2018,CD,O
),),O
",",",",O
Cleveland,NNP,O
(,(,O
2019,CD,O
),),O
and,CC,O
Philadelphia,NNP,O
(,(,O
2019,CD,O
),),O
",",",",O
batting,VBG,O
.241,NN,O
with,IN,O
88,CD,O
HR,NNP,O
',POS,O
&,CC,O
293,CD,O
RBI,NNPS,O
in,IN,O
759,CD,O
career,NN,O
games,NNS,O
.,.,O
