The,DT,O
Washington,NNP,B_new_team_city
Nationals,NNP,B_new_team
agreed,VBD,O
to,TO,O
terms,NNS,O
on,IN,O
a,DT,O
two-year,JJ,O
contract,NN,O
with,IN,O
infielder,NN,B_player_position
Starlin,NNP,B_player_name
Castro,NNP,B_player_name
on,IN,O
Tuesday,NNP,O
.,.,O
Nationals,NNP,B_new_team
President,NNP,O
of,IN,O
Baseball,NNP,O
Operations,NNP,O
and,CC,O
General,NNP,O
Manager,NNP,O
Mike,NNP,O
Rizzo,NNP,O
made,VBD,O
the,DT,O
announcement,NN,O
.,.,O
Castro,NNP,B_player_name
",",",",O
29,CD,B_player_age
",",",",O
joins,VBZ,O
the,DT,O
Nationals,NNS,B_new_team
after,IN,O
setting,VBG,O
career,NN,O
marks,NNS,O
with,IN,O
22,CD,O
home,NN,O
runs,NNS,O
and,CC,O
86,CD,O
RBI,NNP,O
with,IN,O
the,DT,O
Miami,NNP,O
Marlins,NNP,O
in,IN,O
2019,CD,O
.,.,O
He,PRP,O
hit,VBD,O
.270,JJ,O
with,IN,O
31,CD,O
doubles,NNS,O
",",",",O
four,CD,O
triples,NNS,O
",",",",O
28,CD,O
walks,NNS,O
",",",",O
68,CD,O
runs,NNS,O
scored,VBD,O
",",",",O
a,DT,O
.300,JJ,O
on-base,JJ,O
percentage,NN,O
and,CC,O
a,DT,O
.436,JJ,O
slugging,NN,O
percentage,NN,O
in,IN,O
his,PRP$,O
10th,CD,O
Major,NNP,O
League,NNP,O
season,NN,O
.,.,O
