FLUSHING,NN,O
",",",",O
N.Y.,NNP,O
",",",",O
January,NNP,O
28,CD,O
",",",",O
2019,CD,O
The,DT,O
New,NNP,B_new_team_city
York,NNP,I_new_team_city
Mets,NNP,B_new_team
announced,VBD,O
today,NN,O
that,IN,O
the,DT,O
club,NN,O
has,VBZ,O
signed,VBN,O
All-Star,NNP,O
infielder,NN,B_player_position
Eduardo,NNP,B_player_name
Nunez,NNP,I_player_name
",",",",O
catcher,NN,B_player_position
Rene,NNP,B_player_name
Rivera,NNP,I_player_name
and,CC,O
right-handed,JJ,O
pitcher,NN,B_player_position
Erasmo,NNP,B_player_name
Ramirez,NNP,I_player_name
to,TO,O
minor,VB,O
league,NN,O
contracts,NNS,O
and,CC,O
invited,VBD,O
all,DT,O
three,CD,O
to,TO,O
major,JJ,O
league,NN,O
spring,NN,O
training,NN,O
.,.,O
Nunez,NNP,I_player_name
",",",",O
32,CD,B_player_age
",",",",O
is,VBZ,O
a,DT,O
10-year,JJ,O
major,JJ,O
league,NN,O
veteran,NN,O
whose,WP$,O
major,JJ,O
league,NN,O
career,NN,O
began,VBD,O
in,IN,O
New,NNP,B_new_team_city
York,NNP,I_new_team_city
",",",",O
playing,VBG,O
his,PRP$,O
first,JJ,O
four,CD,O
seasons,NNS,O
with,IN,O
the,DT,O
Yankees,NNS,O
(,(,O
2010-2013,JJ,O
),),O
.,.,O
The,DT,O
Dominican,JJ,O
infielder,NN,B_player_position
is,VBZ,O
a,DT,O
lifetime,JJ,O
.276/.310/.404,NN,O
hitter,NN,O
in,IN,O
856,CD,O
major,JJ,O
league,NN,O
games,NNS,O
with,IN,O
the,DT,O
Yankees,NNS,O
",",",",O
Minnesota,NNP,O
(,(,O
2014-2016,JJ,O
),),O
",",",",O
San,NNP,O
Francisco,NNP,O
(,(,O
2016-2017,JJ,O
),),O
and,CC,O
Boston,NNP,O
(,(,O
2017-2019,JJ,O
),),O
.,.,O
He,PRP,O
was,VBD,O
named,VBN,O
an,DT,O
AL,NNP,O
All-Star,NNP,O
in,IN,O
2016,CD,O
when,WRB,O
he,PRP,O
hit,VBD,O
16,CD,O
homers,NNS,O
",",",",O
drove,VB,O
in,IN,O
67,CD,O
runs,NNS,O
and,CC,O
stole,JJ,O
40,CD,O
bases,NNS,O
.,.,O
