CHICAGO,NNP,B_new_team_city
The,DT,O
Chicago,NNP,B_new_team_city
Cubs,NNP,B_new_team
today,NN,O
acquired,VBD,O
right-handed,JJ,O
pitcher,NN,B_player_position
Travis,NNP,B_player_name
Lakins,VBZ,B_player_name
from,IN,O
the,DT,O
Boston,NNP,O
Red,NNP,O
Sox,NNP,O
for,IN,O
a,DT,O
player,NN,O
to,TO,O
be,VB,O
named,VBN,O
or,CC,O
cash,NN,O
consideration,NN,O
.,.,O
Chicago,NNP,B_new_team_city
's,POS,O
40-man,JJ,O
roster,NN,O
now,RB,O
stands,VBZ,O
at,IN,O
40,CD,O
players,NNS,O
.,.,O
Lakins,NNP,B_player_name
",",",",O
25,CD,B_player_age
",",",",O
made,VBD,O
his,PRP$,O
major,JJ,O
league,NN,O
debut,NN,O
with,IN,O
Boston,NNP,O
last,JJ,O
season,NN,O
",",",",O
pitching,VBG,O
to,TO,O
a,DT,O
3.86,CD,O
ERA,NNP,O
(,(,O
10,CD,O
ER/23.1,NNP,O
IP,NNP,O
),),O
in,IN,O
16,CD,O
games,NNS,O
",",",",O
including,VBG,O
three,CD,O
starts,NNS,O
as,IN,O
an,DT,O
opener,NN,O
",",",",O
while,IN,O
walking,VBG,O
10,CD,O
and,CC,O
striking,VBG,O
out,RP,O
18,CD,O
.,.,O
