FLUSHING,NN,O
",",",",O
N.Y.,NNP,O
",",",",O
January,NNP,O
31,CD,B_player_age
",",",",O
2020,CD,O
The,DT,O
New,NNP,B_new_team_city
York,NNP,I_new_team_city
Mets,NNP,B_new_team
today,NN,O
announced,VBD,O
that,IN,O
the,DT,O
club,NN,O
has,VBZ,O
signed,VBN,O
first,RB,B_player_position
baseman,JJ,I_player_position
Matt,NNP,B_player_name
Adams,NNP,I_player_name
to,TO,O
a,DT,O
minor,JJ,O
league,NN,O
contract,NN,O
and,CC,O
invited,VBD,O
him,PRP,O
to,TO,O
major,JJ,O
league,NN,O
Spring,NN,O
Training,NNP,O
.,.,O
Adams,NNP,I_player_name
",",",",O
31,CD,B_player_age
",",",",O
leads,VBZ,O
all,DT,O
active,JJ,O
major,JJ,O
leaguers,NNS,O
with,IN,O
11,CD,O
pinch-hit,JJ,O
homers,NNS,O
and,CC,O
49,CD,O
pinch-hit,JJ,O
RBI,NNP,O
.,.,O
His,PRP$,O
.469,JJ,O
career,NN,O
slugging,VBG,O
percentage,NN,O
ranks,NNS,O
12th,CD,O
among,IN,O
all,DT,O
left-handed,JJ,O
batters,NNS,O
since,IN,O
his,PRP$,O
debut,NN,O
in,IN,O
2012,CD,O
.,.,O
