DETROIT,NNP,B_new_team_city
The,DT,O
Detroit,NNP,B_new_team_city
Tigers,NNP,B_new_team
today,NN,O
acquired,VBD,O
catcher,JJR,B_player_position
Eric,NNP,B_player_name
Haase,NNP,I_player_name
from,IN,O
the,DT,O
Cleveland,NNP,O
Indians,NNP,O
in,IN,O
exchange,NN,O
for,IN,O
cash,NN,O
considerations,NNS,O
.,.,O
Haase,NNP,I_player_name
",",",",O
27,CD,B_player_age
",",",",O
spent,VBD,O
most,JJS,O
of,IN,O
2019,CD,O
with,IN,O
Triple,NNP,O
A,NNP,O
Columbus,NNP,O
",",",",O
appearing,VBG,O
in,IN,O
102,CD,O
games,NNS,O
and,CC,O
hitting,VBG,O
.226/.315/.517,NN,O
with,IN,O
12,CD,O
doubles,NNS,O
",",",",O
three,CD,O
triples,NNS,O
",",",",O
28,CD,O
home,NN,O
runs,NNS,O
and,CC,O
60,CD,O
RBI,NNP,O
.,.,O
He,PRP,O
ranked,VBD,O
tied,VBN,O
for,IN,O
fifth,NN,O
in,IN,O
the,DT,O
International,NNP,O
League,NNP,O
in,IN,O
home,NN,O
runs,NNS,O
",",",",O
while,IN,O
he,PRP,O
was,VBD,O
10th,CD,O
in,IN,O
slugging,VBG,O
percentage,NN,O
.,.,O
Haase,NNP,I_player_name
",",",",O
who,WP,O
was,VBD,O
ranked,VBN,O
as,IN,O
Cleveland,NNP,O
's,POS,O
No,NNP,O
.,.,O
29,CD,O
prospect,NN,O
by,IN,O
MLB,NNP,O
Pipeline,NNP,O
entering,VBG,O
the,DT,O
2019,CD,O
season,NN,O
",",",",O
was,VBD,O
named,VBN,O
to,TO,O
the,DT,O
International,NNP,O
League,NNP,O
midseason,NN,O
and,CC,O
postseason,JJ,O
All-Star,NNP,O
Teams,NNP,O
and,CC,O
was,VBD,O
named,VBN,O
an,DT,O
Indians,NNPS,O
organization,NN,O
All-Star,NNP,O
by,IN,O
MiLB.com,NNP,O
.,.,O
Defensively,RB,O
",",",",O
Haase,NNP,I_player_name
threw,VBD,O
out,RP,O
30-of-72,JJ,O
base,NN,O
stealers,NNS,O
",",",",O
for,IN,O
a,DT,O
caught,NN,O
stealing,VBG,O
percentage,NN,O
of,IN,O
41.7,CD,O
percent,NN,O
.,.,O
He,PRP,O
finished,VBD,O
the,DT,O
year,NN,O
tied,VBN,O
for,IN,O
the,DT,O
International,NNP,O
League,NNP,O
lead,NN,O
with,IN,O
30,CD,O
runners,NNS,O
caught,VBD,O
stealing,VBG,O
.,.,O
Haase,NNP,I_player_name
also,RB,O
saw,VBD,O
time,NN,O
at,IN,O
the,DT,O
Major,NNP,O
League,NNP,O
level,NN,O
last,JJ,O
season,NN,O
",",",",O
appearing,VBG,O
in,IN,O
10,CD,O
games,NNS,O
with,IN,O
Cleveland,NNP,O
.,.,O
