Hi,NNP,O
All,NNP,O
",",",",O
I,PRP,O
hope,VBP,O
that,IN,O
week,NN,O
number,NN,O
2,CD,O
is,VBZ,O
going,VBG,O
along,RB,O
swimmingly,RB,O
.,.,O
We,PRP,O
look,VBP,O
forward,RB,O
to,TO,O
hearing,VBG,O
more,JJR,O
about,IN,O
what,WP,O
you,PRP,O
've,VBP,O
been,VBN,O
up,RB,O
to,TO,O
when,WRB,O
we,PRP,O
're,VBP,O
together,RB,O
on,IN,O
Friday,NNP,O
.,.,O
I,PRP,O
'm,VBP,O
attaching,VBG,O
the,DT,O
draft,NN,O
prac,NN,B-EVT
semester,NN,O
schedule,NN,O
and,CC,I-EVT
notes,NNS,O
that,IN,O
we,PRP,O
worked,VBD,O
on,IN,O
at,IN,O
retreat,NN,O
for,IN,O
everyone,NN,O
to,TO,O
look,VB,O
over,RP,O
.,.,O
You,PRP,O
can,MD,O
be,VB,O
chatting,VBG,O
with,IN,O
your,PRP$,O
LP,FW,O
about,IN,O
your,PRP$,O
plans,NNS,O
for,IN,O
your,PRP$,O
prac,NN,B-EVT
session,NN,O
and,CC,I-EVT
we,PRP,O
'll,MD,O
fill,VB,O
that,IN,O
in,IN,O
next,JJ,O
week,NN,O
.,.,O
Important,JJ,O
Reminder,NN,O
:,:,O
because,IN,O
of,IN,O
class,NN,O
schedules,NNS,O
we,PRP,O
'll,MD,O
be,VB,O
having,VBG,O
prac,VBN,B-EVT
from,IN,O
3:30-5:30,JJ,B-TIME
after,IN,O
this,DT,O
first,JJ,O
week,NN,O
.,.,O
The,DT,O
plan,NN,O
for,IN,O
this,DT,O
Friday,NNP,O
is,VBZ,O
to,TO,O
kick,VB,O
the,DT,O
semester,NN,O
off,RP,O
with,IN,O
some,DT,O
service,NN,O
and,CC,I-EVT
fun,NN,O
",",",",O
doing,VBG,O
a,DT,O
canoe,NN,B-EVT
and,CC,I-EVT
scoop,NN,I-EVT
on,IN,O
the,DT,O
Middle,NNP,B-LOC
Branch,NNP,I-LOC
River,NNP,I-LOC
.,.,O
We,PRP,O
will,MD,O
meet,VB,O
at,IN,O
Middle,NNP,B-LOC
Branch,NNP,I-LOC
Park,NNP,I-LOC
at,IN,O
3pm,CD,B-TIME
on,IN,O
Friday,NNP,O
.,.,O
It,PRP,O
's,VBZ,O
likely,JJ,O
we,PRP,O
wo,MD,O
n't,RB,O
be,VB,O
done,VBN,O
scoopin,NN,O
','',O
until,IN,O
about,IN,O
5:30,CD,O
",",",",O
so,RB,O
if,IN,O
you,PRP,O
can,MD,O
",",",",O
plan,NN,O
to,TO,O
stay,VB,O
a,DT,O
little,JJ,O
late,JJ,O
.,.,O
Wear,IN,O
something,NN,O
comfy,NN,O
that,IN,O
you,PRP,O
do,VBP,O
n't,RB,O
mind,VB,O
getting,VBG,O
dripped-on,JJ,O
as,IN,O
we,PRP,O
paddle,VBP,O
and,CC,I-EVT
pick,VBP,O
up,RP,O
trash,NN,O
.,.,O
There,EX,O
is,VBZ,O
a,DT,O
chance,NN,O
that,IN,O
the,DT,O
weather,NN,O
will,MD,O
thwart,VB,O
our,PRP$,O
plans,NNS,O
.,.,O
If,IN,O
that,DT,O
happens,VBZ,O
",",",",O
we,PRP,O
will,MD,O
email,VB,O
out,RP,O
by,IN,O
noon,NN,O
on,IN,O
Friday,NNP,O
and,CC,I-EVT
plan,NN,O
to,TO,O
meet,VB,O
here,RB,O
on,IN,O
campus,NN,O
in,IN,O
the,DT,O
Prac,NNP,B-EVT
room,NN,O
(,(,O
PUP,NNP,O
107,CD,O
),),O
at,IN,O
3,CD,O
and,CC,I-EVT
do,VB,O
our,PRP$,O
canoe,NN,B-EVT
and,CC,I-EVT
scoop,NN,I-EVT
next,JJ,O
week,NN,O
.,.,O
Best,NNP,O
",",",",O
Charlotte,NNP,B-PAR
Keniston,NNP,I-PAR
