Hi,NNP,O
Peaceworkers,NNPS,O
!,.,O
This,DT,O
Friday,NNP,O
Emmanuel,NNP,B-PAR
and,CC,O
I,PRP,O
will,MD,O
be,VB,O
discussing,VBG,O
peaceful,JJ,O
civil,JJ,O
resistance,NN,O
as,IN,O
a,DT,O
way,NN,O
of,IN,O
enacting,VBG,O
social,JJ,O
change,NN,O
and,CC,O
how,WRB,O
a,DT,O
minority,NN,O
of,IN,O
just,RB,O
3.5,CD,O
%,NN,O
can,MD,O
make,VB,O
that,DT,O
change,NN,O
.,.,O
In,IN,O
order,NN,O
to,TO,O
prepare,VB,O
ourselves,PRP,O
for,IN,O
a,DT,O
fruitful,JJ,O
session,NN,O
we,PRP,O
ask,VBP,O
that,IN,O
you,PRP,O
check,VBP,O
out,RP,O
the,DT,O
principal,JJ,O
article,NN,O
here,RB,O
:,:,O
https,NN,O
:,:,O
//www.bbc.com/future/article/20190513-it-only-takes-35-of-people-to-change-the-world,NN,O
And,CC,O
please,VB,O
watch,NN,O
Erica,NNP,O
Chenoweth,NNP,O
's,POS,O
TED,NNP,O
talk,NN,O
here,RB,O
:,:,O
https,NN,O
:,:,O
//rationalinsurgent.com/2013/11/04/my-talk-at-tedxboulder-civil-resistance-and-the-3-5-rule/,JJ,O
They,PRP,O
really,RB,O
complement,VBP,O
each,DT,O
other,JJ,O
",",",",O
but,CC,O
I,PRP,O
know,VBP,O
we,PRP,O
just,RB,O
added,VBD,O
two,CD,O
more,JJR,O
things,NNS,O
that,IN,O
you,PRP,O
have,VBP,O
to,TO,O
do,VB,O
this,DT,O
week,NN,O
-,:,O
so,RB,O
as,IN,O
always,RB,O
just,RB,O
do,VB,O
the,DT,O
best,JJS,O
you,PRP,O
can,MD,O
.,.,O
As,IN,O
you,PRP,O
read,VBP,O
and/or,JJ,O
listen,JJ,O
please,NN,O
think,VB,O
about,IN,O
the,DT,O
social,JJ,O
movements/protests,NNS,O
that,IN,O
you,PRP,O
have,VBP,O
been,VBN,O
interested,JJ,O
in,IN,O
either,CC,O
in,IN,O
your,PRP$,O
lifetime,NN,O
or,CC,O
in,IN,O
history,NN,O
",",",",O
and,CC,O
we,PRP,O
can,MD,O
talk,VB,O
about,IN,O
them,PRP,O
on,IN,O
Friday,NNP,O
.,.,O
Laptops,NNS,O
are,VBP,O
welcome,JJ,O
.,.,O
Thanks,NNS,O
and,CC,O
see,VB,O
you,PRP,O
all,DT,O
Friday,NNP,O
!,.,O
Power,NN,O
to,TO,O
the,DT,O
peaceful,NN,O
",",",",O
Nicho,NNP,B-PAR
&,CC,O
Emmanuel,NNP,B-PAR
PS,NNP,O
.,.,O
Do,VBP,O
n't,RB,O
forget,VB,O
it,PRP,O
's,VBZ,O
3:30-5:30,JJ,B-TIME
this,DT,O
week,NN,O
!,.,O
