Hi,NNP,O
Everyone,NNP,O
",",",",O
Just,NNP,O
ahead,RB,O
of,IN,O
our,PRP$,O
prac,NN,B-EVT
I,PRP,O
wanted,VBD,O
to,TO,O
share,NN,O
an,DT,O
article,NN,O
that,IN,O
I,PRP,O
read,VBD,O
last,JJ,O
month,NN,O
commemorating,VBG,O
September,NNP,O
11,CD,O
",",",",O
2001,CD,O
:,:,O
In,IN,O
every,DT,O
generation,NN,O
",",",",O
those,DT,O
who,WP,O
have,VBP,O
undertaken,VBN,O
national,JJ,O
service,NN,O
",",",",O
in,IN,O
the,DT,O
military,JJ,O
or,CC,O
in,IN,O
a,DT,O
civilian,JJ,O
capacity,NN,O
",",",",O
have,VBP,O
emerged,VBN,O
more,RBR,O
connected,JJ,O
to,TO,O
their,PRP$,O
generation,NN,O
and,CC,O
more,JJR,O
invested,VBN,O
in,IN,O
their,PRP$,O
country,NN,O
.,.,O
It,PRP,O
compels,VBZ,O
young,JJ,O
people,NNS,O
out,IN,O
of,IN,O
their,PRP$,O
comfort,NN,O
zones,NNS,O
and,CC,O
cultivates,VBZ,O
a,DT,O
sense,NN,O
of,IN,O
duty,NN,O
and,CC,O
civic,JJ,O
responsibility,NN,O
",",",",O
all,DT,O
while,IN,O
surrounding,VBG,O
them,PRP,O
with,IN,O
people,NNS,O
from,IN,O
different,JJ,O
corners,NNS,O
of,IN,O
the,DT,O
country,NN,O
and,CC,O
the,DT,O
globe,NN,O
who,WP,O
look,VBP,O
",",",",O
pray,NN,O
",",",",O
sound,NN,O
",",",",O
and,CC,O
live,VBP,O
differently,RB,O
from,IN,O
themselves,PRP,O
.,.,O
From,IN,O
our,PRP$,O
perch,NN,O
in,IN,O
the,DT,O
White,NNP,O
House,NNP,O
",",",",O
we,PRP,O
saw,VBD,O
this,DT,O
culture,NN,O
of,IN,O
service,NN,O
emerge,NN,O
strongly,RB,O
after,IN,O
9/11,CD,O
",",",",O
the,DT,O
last,JJ,O
time,NN,O
there,EX,O
were,VBD,O
more,JJR,O
national,JJ,O
service,NN,O
opportunities,NNS,O
through,IN,O
programs,NNS,O
like,IN,O
the,DT,O
Peace,NNP,O
Corps,NNP,O
",",",",O
Senior,NNP,O
Corps,NNP,O
",",",",O
AmeriCorps,NNP,O
",",",",O
and,CC,O
Volunteers,NNP,O
in,IN,O
Service,NNP,O
to,TO,O
America,NNP,O
.,.,O
Indeed,RB,O
",",",",O
many,JJ,O
of,IN,O
us,PRP,O
were,VBD,O
shaped,VBN,O
by,IN,O
this,DT,O
event,NN,O
",",",",O
where,WRB,O
a,DT,O
culture,NN,O
of,IN,O
fear,NN,O
created,VBD,O
a,DT,O
more,RBR,O
resilient,JJ,O
",",",",O
collective,JJ,O
identity,NN,O
.,.,O
Obviously,RB,O
we,PRP,O
've,VBP,O
all,DT,O
done,VBN,O
something,NN,O
scary,JJ,O
getting,VBG,O
out,IN,O
of,IN,O
or,CC,O
comfort,NN,O
zones,NNS,O
through,IN,O
service,NN,O
",",",",O
so,RB,O
in,IN,O
the,DT,O
spirit,NN,O
of,IN,O
Halloween,NNP,O
",",",",O
we,PRP,O
'll,MD,O
have,VB,O
a,DT,O
brief,JJ,O
conversation,NN,O
that,WDT,O
explores,VBZ,O
what,WP,O
some,DT,O
of,IN,O
our,PRP$,O
fears,NNS,O
are,VBP,O
and,CC,O
how,WRB,O
we,PRP,O
carry,VBP,O
(,(,O
or,CC,O
mask,NN,O
),),O
them,PRP,O
in,IN,O
our,PRP$,O
lives,NNS,O
as,IN,O
public,JJ,O
servants,NNS,O
.,.,O
Before,IN,O
joining,VBG,O
us,PRP,O
on,IN,O
Friday,NNP,O
please,VB,O
think,VBP,O
about,IN,O
other,JJ,O
stronger,JJR,O
fears,NNS,O
that,WDT,O
have,VBP,O
stayed,VBN,O
with,IN,O
you,PRP,O
or,CC,O
developed,VBN,O
in,IN,O
the,DT,O
present,JJ,O
day,NN,O
.,.,O
We,PRP,O
'll,MD,O
be,VB,O
meeting,VBG,O
at,IN,O
3:30,CD,B-TIME
at,IN,O
Westminster,NNP,B-LOC
Hall,NNP,I-LOC
in,IN,O
downtown,NN,O
Baltimore,NNP,O
where,WRB,O
we,PRP,O
'll,MD,O
take,VB,O
a,DT,O
guided,JJ,O
tour,NN,O
so,RB,O
make,JJ,O
sure,NN,O
to,TO,O
comfortably,RB,O
dress,VB,O
for,IN,O
the,DT,O
weather,NN,O
as,IN,O
we,PRP,O
may,MD,O
be,VB,O
outdoors,NNS,O
for,IN,O
an,DT,O
extended,JJ,O
time,NN,O
.,.,O
Best,JJS,O
",",",",O
Nicho,NNP,B-PAR
+,NNP,O
Emmanuel,NNP,B-PAR
