Dear,JJ,O
Peaceworkers,NNS,O
",",",",O
Your,PRP$,O
graduation,NN,B-EVT
dinner,NN,I-EVT
planning,VBG,O
committee,NN,O
just,RB,O
met,VBN,O
and,CC,O
we,PRP,O
have,VBP,O
made,VBN,O
some,DT,O
fantastic,JJ,O
plans,NNS,O
to,TO,O
make,VB,O
this,DT,O
year,NN,O
's,POS,O
grad,NN,O
dinner,NN,I-EVT
just,RB,O
as,RB,O
special,JJ,O
as,IN,O
ever,RB,O
.,.,O
Please,VB,O
hold,JJ,O
from,IN,O
4pm-8pm,JJ,B-TIME
on,IN,O
Saturday,NNP,O
",",",",O
May,NNP,O
16th,CD,O
and,CC,O
stay,VB,O
tuned,VBN,O
for,IN,O
more,JJR,O
details,NNS,O
(,(,O
we,PRP,O
will,MD,O
be,VB,O
hosting,VBG,O
virtually,RB,B-LOC
",",",",O
but,CC,O
with,IN,O
some,DT,O
dinner,NN,I-EVT
drop,NN,O
off/pick,VBD,O
up,RP,O
options,NNS,O
),),O
.,.,O
For,IN,O
now,RB,O
",",",",O
the,DT,O
planning,NN,O
committee,NN,O
needs,VBZ,O
your,PRP$,O
support,NN,O
in,IN,O
three,CD,O
things,NNS,O
by,IN,O
Monday,NNP,O
5/11,CD,O
:,:,O
Please,NNP,O
pick,VB,O
one,CD,O
song,NN,O
that,IN,O
you,PRP,O
would,MD,O
like,VB,O
included,VBN,O
in,IN,O
a,DT,O
Peaceworker,NNP,O
2019-2020,JJ,O
playlist-,NN,O
you,PRP,O
can,MD,O
choose,VB,O
it,PRP,O
for,IN,O
whatever,WDT,O
reason,NN,O
(,(,O
you,PRP,O
love,VBP,O
it,PRP,O
",",",",O
it,PRP,O
reminds,VBZ,O
you,PRP,O
of,IN,O
this,DT,O
group,NN,O
",",",",O
it,PRP,O
's,VBZ,O
funny,JJ,O
...,:,O
),),O
and,CC,O
then,RB,O
send,VB,O
the,DT,O
title,NN,O
to,TO,O
Joby,NNP,O
with,IN,O
one,CD,O
line,NN,O
about,IN,O
why,WRB,O
you,PRP,O
chose,VBD,O
it,PRP,O
!,.,O
Please,NNP,O
take,VB,O
a,DT,O
few,JJ,O
moments,NNS,O
to,TO,O
send,VB,O
an,DT,O
anonymous,JJ,O
appreciation,NN,O
for,IN,O
each,DT,O
of,IN,O
our,PRP$,O
graduates,NNS,O
:,:,O
Emmanuel,NNP,B-PAR
",",",",O
Joe,NNP,B-PAR
",",",",O
Jay,NNP,B-PAR
",",",",O
Kiplyn,NNP,B-PAR
",",",",O
Magee,NNP,B-PAR
",",",",O
and,CC,O
Rachel,NNP,B-PAR
.,.,O
You,PRP,O
wil,VBP,O
.,.,O
submit,VB,O
them,PRP,O
via,IN,O
this,DT,O
google,JJ,O
form,NN,O
.,.,O
An,DT,O
appreciation,NN,O
is,VBZ,O
a,DT,O
few,JJ,O
words,NNS,O
about,IN,O
what,WP,O
you,PRP,O
notice,VBP,O
or,CC,O
appreciate,VBP,O
about,IN,O
a,DT,O
person-,JJ,O
it,PRP,O
can,MD,O
be,VB,O
about,IN,O
their,PRP$,O
work,NN,O
",",",",O
their,PRP$,O
friendship,NN,O
",",",",O
a,DT,O
funny,JJ,O
memory,NN,O
",",",",O
etc,FW,O
.,.,O
Please,NNP,O
submit,VBD,O
any,DT,O
photos,NNS,O
from,IN,O
your,PRP$,O
time,NN,O
in,IN,O
the,DT,O
Peaceworker,NNP,O
program,NN,O
that,IN,O
you,PRP,O
would,MD,O
like,VB,O
included,VBN,O
in,IN,O
a,DT,O
slideshow-,JJ,O
these,DT,O
can,MD,O
be,VB,O
of,IN,O
Pracs,NNP,O
",",",",O
retreats,NNS,O
",",",",O
informal,JJ,O
hang,NN,O
out,IN,O
time,NN,O
together,RB,O
",",",",O
you,PRP,O
at,IN,O
your,PRP$,O
placement,NN,O
",",",",O
etc,FW,O
.,.,O
Send,VB,O
them,PRP,O
all,DT,O
!,.,O
Submit,NNP,O
them,PRP,O
to,TO,O
this,DT,O
google,NN,O
folder,NN,O
:,:,O
https,NN,O
:,:,O
//photos.app.goo.gl/XttfjEQbTkpLLUtD8,NN,O
If,IN,O
you,PRP,O
have,VBP,O
any,DT,O
questions,NNS,O
",",",",O
let,VB,O
me,PRP,O
know,VB,O
:,:,O
),),O
Best,JJS,O
",",",",O
Charlotte,NNP,B-PAR
Keniston,NNP,I-PAR
