CHICAGO,NNP,O
The,DT,O
Chicago,NNP,O
White,NNP,O
Sox,NNPS,O
have,VBP,O
agreed,VBN,O
to,TO,O
terms,NNS,O
on,IN,O
a,DT,O
six-year,JJ,O
",",",",O
$,$,O
50-million,JJ,O
contract,NN,O
with,IN,O
outfielder,NN,O
Luis,NNP,O
Robert,NNP,O
",",",",O
plus,CC,O
two,CD,O
club,NN,O
options,NNS,O
that,WDT,O
could,MD,O
extend,VB,O
the,DT,O
deal,NN,O
through,IN,O
the,DT,O
2027,CD,O
season,NN,O
.,.,O
Under,IN,O
terms,NNS,O
of,IN,O
the,DT,O
contract,NN,O
",",",",O
Robert,NNP,O
",",",",O
22,CD,O
",",",",O
will,MD,O
receive,VB,O
$,$,O
1.5,CD,O
million,CD,O
in,IN,O
2020,CD,O
",",",",O
$,$,O
3.5,CD,O
million,CD,O
in,IN,O
2021,CD,O
",",",",O
$,$,O
6,CD,O
million,CD,O
in,IN,O
2022,CD,O
",",",",O
$,$,O
9.5,CD,O
million,CD,O
in,IN,O
2023,CD,O
",",",",O
$,$,O
12.5,CD,O
million,CD,O
in,IN,O
2024,CD,O
and,CC,O
$,$,O
15,CD,O
million,CD,O
in,IN,O
2025,CD,O
.,.,O
The,DT,O
White,NNP,O
Sox,NNPS,O
hold,VB,O
$,$,O
20-million,JJ,O
options,NNS,O
for,IN,O
both,DT,O
2026,CD,O
and,CC,O
2027,CD,O
",",",",O
with,IN,O
$,$,O
2,CD,O
million,CD,O
buyouts,NNS,O
for,IN,O
either,DT,O
season,NN,O
.,.,O
